id,area_m2,rooms,kitchen_m2,floor,floors_total,district,condition,distance_to_center_km,metro_min,metro_h,house_age,has_balcony,ceiling_height,views_30d,listing_month,price_mln
522,54.3,2,13.4,8,11,новостройки,евроремонт,9.0,6.6,0.11,7,1,2.61,51,май,12.61
523,114.1,5,18.7,12,13,Lспальный,хорошее,7.9,,,0,0,2.59,39,март,17.87
524,56.2,1,12.2,13,19,новостройки,требует ремонта,12.3,9.8,0.1633,24,1,2.89,47,февраль,10.21
525,65.8,2,14.0,6,7,пригород,евроремонт,23.7,,,26,0,2.59,20,январь,8.37
526,93.6,4,19.3,3,7,центр,среднее,0.0,,,27,1,2.89,23,апрель,16.36
527,58.0,2,10.9,12,24,спальный,требует ремонта,11.5,11.4,0.19,10,1,2.83,82,апрель,8.42
528,90.5,3,14.1,2,14,новостройки,требует ремонта,12.2,,,47,0,2.64,39,июнь,12.24
529,105.0,5,22.6,25,25,центр,среднее,1.4,,,30,1,2.95,49,май,18.5
530,63.3,3,14.2,3,7,Gспальный,евроремонт,10.1,,,40,1,2.95,95,апрель,11.72
531,83.1,4,16.6,1,8,спальный,среднее,10.3,,,29,1,2.64,86,май,11.9
532,41.8,1,10.5,5,19,новостройки,среднее,12.8,8.0,0.1333,28,0,2.81,55,май,6.01
533,43.6,1,11.8,2,17,Pспальный,среднее,7.2,6.7,0.1117,4,1,2.65,19,июнь,7.24
534,57.9,2,13.0,2,17,пригород,хорошее,26.5,,,22,0,2.55,38,июнь,7.44
535,112.3,5,18.9,1,9,новостройки,среднее,13.2,2.9,0.0483,30,1,2.53,73,апрель,17.9
536,63.7,2,11.2,13,16,новостройки,хорошее,12.5,10.6,0.1767,31,0,2.68,118,март,10.35
537,44.1,1,13.6,11,13,спальный,среднее,10.1,,,64,0,2.54,139,февраль,5.28
538,119.6,5,17.2,18,20,спальный,евроремонт,12.6,9.8,0.1633,2,0,2.54,24,январь,18.12
539,111.1,5,17.6,7,19,спальный,хорошее,8.3,7.9,0.1317,14,1,2.89,48,март,17.68
540,67.0,2,13.4,3,9,Tновостройки,хорошее,14.1,4.3,4.3,10,0,2.81,19,январь,11.31
541,33.2,1,9.4,15,19,Wспальный,требует ремонта,12.7,,,37,1,2.81,31,январь,5.94
542,67.2,2,16.5,1,10,новостройки,среднее,13.2,11.9,0.1983,29,1,2.7,76,март,11.54
543,86.7,3,19.4,4,16,центр,требует ремонта,2.2,8.7,0.145,33,1,2.53,40,июнь,15.5
544,91.3,4,18.7,6,15,новостройки,среднее,1O.O,5.1,0.085,34,1,2.95,78,май,14.91
545,84.6,3,14.0,10,10,пригород,хорошее,21.4,,,46,1,2.63,103,апрель,11.37
546,53.1,2,19.4,3,25,спальный,хорошее,11.3,5.4,0.09,38,0,2.68,72,январь,8.67
547,110.5,5,18.0,3,9,спальный,требует ремонта,1O.5,11.0,0.1833,12,1,3.0,46,апрель,16.14
548,44.2,1,10.5,2,5,новостройки,хорошее,15.7,13.2,0.22,28,1,2.66,102,февраль,8.11
549,58.2,1,12.2,11,15,спальный,хорошее,5.4,,,24,1,2.45,112,февраль,9.8
550,54.3,2,13.1,8,10,Hспальный,требует ремонта,13.5,10.3,0.1717,23,1,2.45,20,апрель,8.31
551,83.4,3,14.5,8,17,спальный,хорошее,12.1,9.8,0.1633,0,1,2.89,78,февраль,14.73
552,57.1,2,12.8,8,8,новостройки,среднее,13.9,13.1,0.2183,32,1,2.74,60,март,9.64
553,37.9,1,7.7,9,11,пригород,хорошее,24.4,,,19,1,2.63,34,май,3.67
554,70.9,2,13.0,1,20,новостройки,среднее,16.5,,,4,1,2.67,44,май,11.16
555,64.3,3,14.3,3,6,спальный,среднее,6.3,6.9,0.115,21,0,2.65,47,май,9.75
556,77.3,3,12.0,6,11,Kцентр,среднее,2.4,8.1,-3.4901,27,1,2.62,73,январь,15.11
557,57.0,2,12.5,6,22,Oспальный,требует ремонта,6.9,,,33,1,2.98,54,май,8.33
558,55.4,2,12.9,1,5,пригород,среднее,23.8,18.4,0.3067,17,0,2.56,19,март,4.37
559,64.1,3,9.9,18,19,спальный,среднее,13.6,19.0,0.3167,18,1,2.6,30,апрель,9.21
560,40.5,1,11.6,8,15,пригород,требует ремонта,22.0,,,24,0,2.52,6,март,2.72
561,88.6,4,18.6,7,13,Sцентр,среднее,O,9.3,0.155,38,0,2.45,58,апрель,15.81
562,81.3,3,18.6,9,11,новостройки,среднее,9.6,9.2,0.1533,49,1,2.45,26,апрель,11.64
563,69.2,3,17.7,8,14,Pцентр,требует ремонта,O,7.2,0.12,52,0,2.71,52,апрель,12.8
564,107.2,5,19.2,11,14,спальный,хорошее,9.6,,,0,1,2.81,24,январь,16.88
565,37.6,1,8.2,2,11,пригород,хорошее,20.7,18.6,0.31,35,1,2.45,247,январь,4.94
566,78.9,4,18.9,3,11,новостройки,хорошее,10.0,13.0,0.2167,35,0,2.77,303,февраль,12.11
567,76.4,3,15.4,4,22,спальный,среднее,7.1,10.1,0.1683,38,0,2.61,61,январь,12.34
568,59.2,2,12.4,7,7,новостройки,хорошее,13.0,18.1,0.3017,41,1,2.63,54,июнь,9.61
569,59.6,3,12.7,3,7,спальный,хорошее,11.1,17.8,0.2967,32,0,2.67,25,январь,8.75
570,38.2,1,8.9,3,5,новостройки,хорошее,11.3,14.6,0.2433,24,1,2.47,47,февраль,7.54
571,80.6,3,18.5,5,18,спальный,среднее,4.5,8.9,0.1483,17,1,2.92,104,март,12.74
572,28.0,1,7.6,9,12,центр,среднее,1.8,12.5,0.2083,22,0,2.92,16,май,9.5
573,40.5,1,10.9,4,12,центр,среднее,0.0,8.2,0.1367,57,0,2.83,14,май,11.01
574,101.0,4,16.1,19,20,центр,хорошее,0.0,2.0,0.0333,34,1,2.88,170,апрель,18.95
575,53.9,2,9.4,22,22,спальный,среднее,10.0,11.3,0.1883,0,0,2.53,91,февраль,7.73
576,34.6,1,5.6,4,11,пригород,среднее,23.5,,,27,1,2.5,45,февраль,2.32
577,56.5,2,11.2,6,17,спальный,хорошее,4.8,11.6,0.1933,45,1,2.7,109,март,9.9
578,49.7,2,11.5,8,25,новостройки,среднее,8.5,15.0,0.25,0,0,2.76,134,март,9.05
579,61.2,3,14.7,6,7,спальный,евроремонт,18.9,9.0,0.15,37,1,2.69,53,апрель,11.22
580,67.2,2,10.6,11,15,Oцентр,среднее,4.5,7.1,0.1183,39,1,2.54,217,февраль,14.15
581,68.4,2,11.1,8,19,новостройки,требует ремонта,12.8,8.2,0.1367,1,0,2.66,49,январь,9.29
582,82.3,3,15.7,4,19,Pцентр,среднее,3.7,,,50,1,2.5,118,январь,14.23
583,56.1,2,13.7,8,10,спальный,среднее,10.8,,,28,1,2.72,59,март,9.18
584,51.8,2,10.3,9,10,центр,требует ремонта,5.6,5.0,0.0833,35,0,2.53,14,май,8.87
585,53.3,2,11.7,7,10,пригород,среднее,23.0,17.0,0.2833,37,0,2.94,41,март,5.86
586,92.3,4,14.8,5,13,спальный,хорошее,2.0,,,37,1,2.55,61,январь,14.91
587,45.9,1,10.7,5,22,новостройки,среднее,5.3,3.6,0.06,20,1,2.89,37,февраль,9.87
588,34.4,1,11.5,9,9,новостройки,требует ремонта,11.4,10.7,0.1783,45,1,2.77,36,январь,4.73
589,50.7,2,13.8,6,16,Yспальный,хорошее,5.9,14.5,0.2417,26,0,2.45,46,февраль,8.2
590,49.2,2,12.1,11,13,пригород,евроремонт,20.4,6.2,0.1033,22,0,2.45,41,май,6.87
591,62.6,3,12.6,4,22,спальный,требует ремонта,13.9,19.6,0.3267,1,1,2.88,43,февраль,7.89
592,72.8,3,14.6,9,22,спальный,евроремонт,9.2,9.1,9.1,22,1,2.52,33,февраль,13.17
593,46.9,1,10.5,11,15,спальный,хорошее,5.0,9.8,0.1633,27,1,3.06,57,февраль,8.7
594,92.9,3,12.3,7,19,новостройки,евроремонт,16.1,15.1,0.2517,18,1,2.56,51,апрель,15.55
595,98.2,4,18.7,7,7,спальный,среднее,5.6,,,41,1,2.64,13,май,15.53
596,46.8,1,13.0,7,8,спальный,среднее,4.7,,,24,1,2.59,58,март,8.62
597,73.9,3,13.6,12,25,спальный,среднее,10.5,,,32,1,2.45,25,январь,10.47
598,69.0,3,15.4,4,24,Jпригород,требует ремонта,20.9,11.8,0.1967,11,1,2.86,57,июнь,6.46
599,84.0,3,14.2,7,9,центр,требует ремонта,O,12.2,0.2033,20,0,2.83,32,январь,14.5
600,74.5,2,14.0,9,25,спальный,хорошее,8.9,14.3,0.2383,29,1,2.45,27,январь,13.06
601,68.5,3,13.7,11,18,Nспальный,хорошее,9.9,5.8,0.0967,14,1,2.54,24,май,10.8
602,119.1,5,21.4,1,15,спальный,среднее,8.2,13.3,0.2217,23,0,2.66,97,январь,17.89
603,65.7,2,15.5,4,5,Hновостройки,хорошее,18.6,12.3,0.205,41,1,2.85,47,июнь,9.34
604,61.3,2,14.4,13,16,новостройки,среднее,12.8,8.4,0.14,36,1,2.57,45,май,9.89
605,42.0,1,10.5,3,18,спальный,требует ремонта,3.9,9.8,0.1633,9,1,2.97,16,март,6.7
606,91.8,4,18.1,1,5,Mпригород,хорошее,21.6,,,41,1,2.86,50,март,12.77
607,81.0,3,15.1,2,13,Bспальный,среднее,8.7,,,0,0,2.58,116,февраль,12.67
608,49.5,2,9.9,18,20,центр,требует ремонта,O,5.5,0.0917,15,1,2.72,188,май,10.16
609,69.3,2,15.0,8,11,центр,среднее,5.1,5.1,0.085,42,0,2.45,57,апрель,12.25
610,67.9,2,13.1,5,7,Eпригород,хорошее,24.7,21.4,0.3567,12,1,2.97,61,май,9.9
611,62.7,2,15.2,13,14,спальный,хорошее,16.6,,,14,1,2.45,30,апрель,11.02
612,51.9,2,13.6,1,18,Aцентр,евроремонт,O,11.3,0.1883,25,0,2.78,23,февраль,12.17
613,49.4,2,15.1,10,18,спальный,среднее,14.3,9.2,0.1533,12,0,2.9,36,июнь,9.04
614,92.6,4,15.9,12,17,новостройки,хорошее,7.6,11.8,0.1967,40,1,2.67,18,февраль,14.81
615,83.1,3,17.0,7,14,спальный,среднее,9.8,6.1,0.1017,31,0,2.8,52,март,12.73
616,33.8,1,9.1,16,17,новостройки,хорошее,16.7,11.6,0.1933,23,0,2.45,104,январь,5.04
617,68.4,2,15.7,9,12,спальный,хорошее,12.8,15.7,0.2617,24,0,2.78,52,июнь,9.93
618,94.3,4,15.6,10,16,новостройки,среднее,12.1,9.1,0.1517,40,1,2.83,36,февраль,13.82
619,115.5,5,21.0,7,12,спальный,требует ремонта,8.2,,,26,1,2.84,99,май,16.91
620,71.4,3,13.5,1,19,центр,среднее,O,11.1,0.185,11,1,2.67,82,май,15.29
621,66.8,3,14.1,15,18,спальный,среднее,14.4,15.4,0.2567,6,1,2.74,109,январь,12.28
622,77.0,3,15.9,4,16,спальный,среднее,16.9,17.9,0.2983,38,1,2.67,142,июнь,11.42
623,50.5,1,12.9,4,14,центр,среднее,6.7,6.1,0.1017,16,1,2.65,35,июнь,12.27
624,83.1,3,15.2,7,13,центр,хорошее,O,,,18,0,2.66,103,январь,16.1
625,100.1,4,16.8,6,16,новостройки,среднее,8.7,,,3,1,3.01,158,май,15.61
626,56.9,2,12.4,14,20,новостройки,хорошее,15.7,20.1,0.335,13,1,2.9,37,февраль,10.02
627,78.8,3,15.2,4,6,Xспальный,среднее,12.8,13.0,13.0,26,1,2.66,103,май,11.87
628,71.9,3,13.0,20,20,центр,среднее,4.1,7.7,0.1283,21,1,2.61,167,январь,13.59
629,42.2,2,9.7,14,17,спальный,требует ремонта,5.7,4.4,0.0733,8,0,2.97,66,июнь,7.33
630,55.8,2,13.0,2,14,центр,среднее,0.0,13.6,0.2267,0,1,2.84,219,май,12.82
631,57.0,1,12.6,15,20,пригород,среднее,18.8,,,13,0,2.58,32,январь,6.64
632,49.9,1,10.2,4,16,центр,хорошее,0.0,7.3,0.1217,0,1,2.83,34,март,13.33
633,80.8,3,12.8,8,10,центр,хорошее,O,,,19,0,2.47,173,май,14.7
634,42.6,1,13.1,4,5,спальный,среднее,6.5,10.9,0.1817,16,0,2.51,16,январь,8.04
635,53.0,2,12.1,3,12,новостройки,среднее,14.4,13.2,0.22,42,0,2.59,23,июнь,7.37
636,59.5,3,13.4,12,13,спальный,среднее,10.9,11.6,0.1933,37,0,2.78,132,июнь,10.77
637,70.1,3,13.9,8,8,новостройки,среднее,18.4,,,43,1,2.74,34,март,9.98
638,67.0,2,16.3,5,13,спальный,хорошее,8.7,17.0,0.2833,3,1,2.83,30,июнь,12.47
639,60.5,2,16.5,11,13,спальный,требует ремонта,14.7,3.7,0.0617,15,1,2.7,106,февраль,8.73
640,57.5,2,14.7,4,16,спальный,требует ремонта,12.1,9.9,0.165,57,0,2.49,69,март,6.72
641,38.9,1,12.7,13,13,спальный,среднее,2.6,5.2,0.0867,32,1,2.78,54,апрель,7.19
642,109.5,5,20.6,1,7,Sспальный,среднее,1O.2,8.1,0.135,12,0,2.53,41,январь,16.01
643,81.4,4,15.2,18,19,спальный,евроремонт,3.7,13.0,0.2167,11,1,2.77,28,январь,14.49
644,39.5,1,10.2,12,13,пригород,хорошее,18.1,,,27,0,2.92,27,май,4.53
645,52.0,2,12.2,2,22,Mспальный,хорошее,9.1,,,29,0,2.75,39,июнь,9.61
646,71.1,3,14.6,7,15,спальный,среднее,10.7,,,38,1,2.56,57,май,11.52
647,92.2,4,19.0,4,6,спальный,хорошее,14.6,10.8,-3.0616,0,0,2.57,37,июнь,15.45
648,46.3,1,8.6,15,20,спальный,требует ремонта,7.0,8.9,0.1483,51,0,2.89,15,июнь,6.12
649,56.9,2,12.7,4,10,спальный,требует ремонта,9.2,11.0,0.1833,57,0,2.58,57,апрель,7.5
650,36.8,1,14.6,15,20,пригород,среднее,19.7,,,25,0,2.68,17,июнь,3.07
651,97.1,4,20.0,6,16,центр,евроремонт,0.0,,,28,1,2.75,38,май,20.33
652,64.9,2,13.2,9,20,Vспальный,среднее,7.2,,,6,1,2.95,60,июнь,11.68
653,61.4,2,14.5,2,8,спальный,среднее,12.4,10.1,0.1683,30,0,2.61,116,июнь,9.53
654,68.9,3,15.4,7,10,пригород,хорошее,23.2,,,7,1,2.76,20,февраль,8.82
655,76.1,3,15.2,16,21,спальный,требует ремонта,11.5,13.2,0.22,12,0,2.69,84,июнь,10.55
656,44.7,1,12.8,8,22,спальный,хорошее,7.4,10.5,0.175,10,0,3.05,31,март,8.52
657,70.8,2,12.2,2,5,Vспальный,хорошее,10.5,,,15,0,2.52,159,июнь,11.36
658,58.2,2,17.2,7,10,спальный,среднее,6.3,9.5,0.1583,16,0,2.81,53,март,8.68
659,53.9,2,9.4,22,22,спальный,требует ремонта,11.0,,,26,1,2.67,75,май,8.34
660,76.2,3,14.1,9,10,новостройки,хорошее,15.1,15.7,0.2617,32,1,2.6,86,январь,11.46
661,62.0,3,14.2,2,11,центр,среднее,4.3,17.0,0.2833,15,0,2.84,22,январь,12.46
662,67.1,3,13.3,12,15,спальный,среднее,8.6,,,3,0,2.84,40,март,10.33
663,48.7,1,11.4,10,16,спальный,среднее,6.5,,,9,1,3.05,13,февраль,8.18
664,89.7,4,18.4,10,20,пригород,среднее,28.0,11.9,0.1983,32,1,2.8,42,апрель,11.12
665,98.8,4,17.2,19,21,Oновостройки,хорошее,7.7,11.6,0.1933,19,1,2.45,140,март,16.82
666,73.9,3,14.4,21,21,центр,среднее,O,11.4,0.19,0,0,2.45,36,февраль,13.6
667,75.0,4,17.2,6,24,спальный,требует ремонта,9.4,,,19,1,2.7,61,январь,9.99
668,87.0,3,19.2,14,21,пригород,требует ремонта,25.6,,,10,1,2.58,43,июнь,10.76
669,84.0,3,15.7,15,25,новостройки,среднее,15.6,,,53,0,2.68,34,июнь,11.39
670,71.1,2,11.9,14,20,спальный,требует ремонта,7.9,15.5,0.2583,33,1,2.65,42,июнь,8.82
671,59.2,2,14.9,16,20,спальный,хорошее,8.6,12.8,0.2133,40,1,2.78,103,февраль,10.7
672,80.1,4,14.0,11,20,новостройки,требует ремонта,7.5,,,37,1,2.78,73,январь,11.06
673,114.7,5,21.7,6,17,Zцентр,среднее,6.2,,,41,1,2.58,24,январь,20.48
674,48.1,1,10.0,11,11,Iновостройки,среднее,10.8,9.4,0.1567,14,0,2.72,69,май,6.4
675,56.4,2,10.7,19,22,спальный,хорошее,10.1,12.4,0.2067,30,1,3.16,91,июнь,11.27
676,83.7,4,15.7,12,14,спальный,требует ремонта,8.2,12.8,0.2133,40,0,2.66,66,апрель,12.7
677,62.8,2,16.4,6,6,спальный,требует ремонта,6.4,,,35,1,2.45,69,январь,8.13
678,46.3,2,10.3,14,18,Lновостройки,хорошее,12.6,10.8,0.18,24,0,3.08,56,январь,8.64
679,65.7,2,14.9,12,22,новостройки,среднее,11.1,13.6,0.2267,51,1,2.45,145,май,11.16
680,70.6,2,17.6,23,24,центр,среднее,O,12.2,0.2033,28,0,2.47,66,май,13.61
681,75.0,3,16.4,4,21,Dспальный,хорошее,7.4,11.3,0.1883,40,1,2.74,68,январь,12.36
682,37.4,1,12.3,1,15,спальный,требует ремонта,14.1,5.3,0.0883,28,0,2.45,120,январь,4.33
683,42.9,1,10.3,6,7,спальный,среднее,9.6,8.3,0.1383,37,1,2.75,70,февраль,6.1
684,56.1,3,12.7,14,18,центр,среднее,1.3,4.6,0.0767,31,0,2.93,21,июнь,12.74
685,35.2,1,9.1,9,21,центр,среднее,0.0,8.4,0.14,4,1,2.74,104,февраль,9.78
686,75.9,3,17.7,11,11,центр,среднее,2.8,7.5,0.125,0,0,2.59,88,февраль,14.89
687,39.5,1,11.8,17,22,центр,среднее,1.1,,,23,1,2.63,332,февраль,10.86
688,58.1,2,14.7,9,11,спальный,евроремонт,11.0,9.0,0.15,31,0,2.45,13,март,10.64
689,64.0,2,13.4,3,11,центр,хорошее,6.4,13.8,0.23,38,0,2.83,36,апрель,11.99
690,90.5,3,14.3,5,21,спальный,хорошее,11.9,14.6,0.2433,51,1,2.55,24,июнь,13.29
691,72.9,3,15.6,3,15,новостройки,среднее,12.0,8.0,-3.3172,53,0,2.45,82,февраль,10.68
692,63.0,2,16.1,2,14,спальный,требует ремонта,12.6,12.8,0.2133,10,0,2.49,182,март,7.92
693,82.3,2,20.0,2,7,новостройки,среднее,16.9,,,22,0,3.01,54,июнь,12.68
694,48.0,1,11.4,5,11,новостройки,требует ремонта,12.5,,,2,1,3.01,23,апрель,7.62
695,84.2,3,16.1,2,12,спальный,евроремонт,3.5,8.2,0.1367,0,0,2.45,109,май,14.68
696,116.2,4,15.7,16,20,спальный,хорошее,11.0,14.8,0.2467,42,1,2.69,58,февраль,17.09
697,48.7,2,13.7,13,19,спальный,среднее,14.0,10.7,0.1783,10,0,2.77,25,апрель,8.04
698,71.5,3,14.2,2,9,спальный,хорошее,9.4,4.0,0.0667,32,1,2.59,79,март,11.72
699,82.9,4,15.6,1,21,Sцентр,хорошее,0.1,3.5,0.0583,28,0,2.45,58,январь,16.92
700,81.1,4,14.4,8,23,пригород,среднее,20.4,,,34,1,2.7,58,июнь,9.69
